Linux 4.15.0-211-generic (133414165dce) 	06/24/23 	_x86_64_	(96 CPU)

00:32:06        CPU     %user     %nice   %system   %iowait    %steal     %idle
00:39:12        all      0.21      0.01      0.96      0.01      0.00     98.81
00:39:13        all      0.22      0.01      1.06      0.00      0.00     98.71
00:39:14        all      0.22      0.02      0.97      0.00      0.00     98.79
00:39:15        all      0.75      0.03      1.42      0.04      0.00     97.75
00:39:16        all      0.27      0.01      1.13      0.02      0.00     98.57
00:39:17        all      0.23      0.01      0.95      0.00      0.00     98.81
00:39:18        all      0.55      0.01      1.69      0.00      0.00     97.74
00:39:19        all      0.21      0.02      0.96      0.00      0.00     98.81
00:39:20        all      0.19      0.02      1.02      0.00      0.00     98.77
00:39:21        all      0.21      0.02      0.94      0.00      0.00     98.83
00:39:22        all      0.20      0.01      0.98      0.00      0.00     98.81
00:39:23        all     32.17      0.01      4.99      0.00      0.00     62.83
00:39:24        all     11.29      0.01      1.20      0.00      0.00     87.50
00:39:25        all      0.19      0.02      0.99      0.00      0.00     98.80
00:39:26        all      0.25      0.01      0.95      0.00      0.00     98.79
00:39:27        all      0.22      0.01      0.92      0.00      0.00     98.85
00:39:28        all      0.58      0.00      1.69      0.00      0.00     97.73
00:39:29        all      0.20      0.01      0.93      0.00      0.00     98.86
00:39:30        all      0.21      0.02      1.01      0.00      0.00     98.76
00:39:31        all      0.24      0.00      0.91      0.00      0.00     98.85
00:39:32        all      0.24      0.02      0.93      0.00      0.00     98.81
00:39:33        all      0.19      0.01      1.00      0.00      0.00     98.80
00:39:34        all      0.23      0.01      0.94      0.00      0.00     98.82
00:39:35        all      0.25      0.01      0.88      0.00      0.00     98.86
00:39:36        all      0.21      0.01      0.96      0.00      0.00     98.82
00:39:37        all      0.18      0.01      0.97      0.00      0.00     98.84
00:39:38        all      0.51      0.01      1.74      0.00      0.00     97.73
00:39:39        all     24.28      0.02      4.72      0.00      0.00     70.98
00:39:40        all     30.75      0.01      1.77      0.00      0.00     67.47
00:39:41        all      0.25      0.02      0.98      0.00      0.00     98.75
00:39:42        all      0.22      0.01      0.96      0.00      0.00     98.81
00:39:43        all      0.22      0.01      0.97      0.00      0.00     98.80
00:39:44        all      0.18      0.02      0.99      0.00      0.00     98.81
00:39:45        all      0.20      0.01      0.93      0.00      0.00     98.86
00:39:46        all      0.20      0.01      0.97      0.00      0.00     98.82
00:39:47        all      0.26      0.01      0.94      0.00      0.00     98.79
00:39:48        all      0.58      0.03      1.85      0.00      0.00     97.54
00:39:49        all      0.22      0.01      0.95      0.00      0.00     98.82
00:39:50        all      0.20      0.02      0.96      0.00      0.00     98.82
00:39:51        all      0.19      0.02      0.97      0.00      0.00     98.82
00:39:52        all      0.19      0.02      0.95      0.00      0.00     98.84
00:39:53        all      0.26      0.02      0.90      0.00      0.00     98.82
00:39:54        all      0.20      0.01      0.95      0.00      0.00     98.84
00:39:55        all      0.19      0.02      0.93      0.00      0.00     98.86
00:39:56        all      3.59      0.01      1.00      0.00      0.00     95.40
00:39:57        all     46.68      0.02      5.37      0.00      0.00     47.93
00:39:58        all     12.57      0.01      2.24      0.00      0.00     85.18
00:39:59        all      0.23      0.01      0.93      0.00      0.00     98.83
00:40:00        all      0.19      0.02      0.96      0.00      0.00     98.83
00:40:01        all      0.24      0.01      0.90      0.00      0.00     98.85
00:40:02        all      0.24      0.02      0.92      0.00      0.00     98.82
00:40:03        all      0.17      0.02      0.96      0.00      0.00     98.85
00:40:04        all      0.20      0.01      0.98      0.00      0.00     98.81
00:40:05        all      0.22      0.02      0.94      0.00      0.00     98.82
00:40:06        all      0.21      0.00      0.96      0.00      0.00     98.83
00:40:07        all      0.23      0.01      0.91      0.00      0.00     98.85
00:40:08        all      0.47      0.01      1.76      0.00      0.00     97.76
00:40:09        all      0.22      0.03      0.98      0.00      0.00     98.77
00:40:10        all      0.23      0.01      0.99      0.00      0.00     98.77
00:40:11        all      0.22      0.02      0.99      0.00      0.00     98.77
00:40:12        all      0.22      0.02      0.94      0.00      0.00     98.82
00:40:13        all      0.23      0.01      0.95      0.00      0.00     98.81
00:40:14        all     24.78      0.01      4.60      0.01      0.00     70.60
00:40:15        all     22.72      0.01      1.87      0.01      0.00     75.39
00:40:16        all      0.50      0.01      1.44      0.03      0.00     98.02
00:40:17        all      0.19      0.02      0.97      0.00      0.00     98.82
00:40:18        all      0.42      0.00      1.55      0.00      0.00     98.04
00:40:19        all      0.23      0.02      1.13      0.00      0.00     98.62
00:40:20        all      0.20      0.01      0.96      0.00      0.00     98.83
00:40:21        all      0.20      0.01      1.01      0.00      0.00     98.78
00:40:22        all      0.20      0.02      0.97      0.00      0.00     98.81
00:40:23        all      0.24      0.00      0.96      0.00      0.00     98.80
00:40:24        all      0.18      0.02      0.98      0.00      0.00     98.82
00:40:25        all      0.23      0.01      0.92      0.00      0.00     98.84
00:40:26        all      0.19      0.01      0.95      0.00      0.00     98.85
00:40:27        all      0.19      0.02      0.95      0.00      0.00     98.84
00:40:28        all      0.38      0.01      1.45      0.00      0.00     98.16
00:40:29        all     18.37      0.01      5.24      0.00      0.00     76.38
00:40:30        all     40.17      0.01      1.77      0.00      0.00     58.05
00:40:31        all      0.25      0.01      0.95      0.00      0.00     98.79
00:40:32        all      0.24      0.02      0.90      0.00      0.00     98.84
00:40:33        all      0.20      0.02      0.98      0.00      0.00     98.80
00:40:34        all      0.26      0.00      0.88      0.00      0.00     98.86
00:40:35        all      0.21      0.02      0.96      0.00      0.00     98.81
00:40:36        all      0.23      0.02      0.92      0.00      0.00     98.83
00:40:37        all      0.23      0.01      1.00      0.00      0.00     98.76
00:40:38        all      0.25      0.01      0.99      0.00      0.00     98.75
00:40:39        all      0.56      0.01      1.78      0.00      0.00     97.65
00:40:40        all      0.19      0.01      1.00      0.00      0.00     98.80
00:40:41        all      0.24      0.02      0.98      0.00      0.00     98.76
00:40:42        all      0.18      0.00      0.95      0.01      0.00     98.86
00:40:43        all      0.21      0.02      0.96      0.00      0.00     98.81
00:40:44        all      0.20      0.01      0.94      0.00      0.00     98.85
00:40:45        all      0.18      0.02      0.97      0.00      0.00     98.83
00:40:46        all     29.02      0.01      5.58      0.00      0.00     65.39
00:40:47        all     30.64      0.02      1.45      0.00      0.00     67.89
00:40:48        all      0.17      0.00      1.00      0.00      0.00     98.83
00:40:49        all      0.52      0.02      1.73      0.00      0.00     97.72
00:40:50        all      0.23      0.02      0.97      0.00      0.00     98.78
00:40:51        all      0.17      0.01      1.01      0.00      0.00     98.81
00:40:52        all      0.21      0.01      0.93      0.00      0.00     98.85
00:40:53        all      0.27      0.01      0.99      0.00      0.00     98.73
00:40:54        all      0.25      0.01      0.93      0.00      0.00     98.81
00:40:55        all      0.21      0.02      0.94      0.00      0.00     98.83
00:40:56        all      0.17      0.01      0.99      0.00      0.00     98.83
00:40:57        all      0.23      0.03      0.92      0.00      0.00     98.82
00:40:58        all      0.17      0.01      0.95      0.00      0.00     98.87
00:40:59        all      0.53      0.02      1.73      0.00      0.00     97.72
00:41:00        all      0.29      0.01      0.91      0.00      0.00     98.79
00:41:01        all     27.00      0.02      4.35      0.00      0.00     68.62
00:41:02        all     19.25      0.01      1.38      0.00      0.00     79.35
00:41:03        all      0.21      0.02      0.94      0.00      0.00     98.83
00:41:04        all      0.22      0.01      0.94      0.00      0.00     98.83
00:41:05        all      0.21      0.01      0.94      0.00      0.00     98.84
00:41:06        all      0.21      0.02      0.94      0.00      0.00     98.83
00:41:07        all      0.24      0.02      0.92      0.00      0.00     98.82
00:41:08        all      0.19      0.02      0.99      0.00      0.00     98.80
00:41:09        all      0.53      0.02      1.68      0.00      0.00     97.76
00:41:10        all      0.19      0.02      0.98      0.00      0.00     98.81
00:41:11        all      0.24      0.01      0.91      0.00      0.00     98.84
00:41:12        all      0.21      0.03      0.95      0.00      0.00     98.81
00:41:13        all      0.18      0.01      0.98      0.00      0.00     98.83
00:41:14        all      0.20      0.01      0.96      0.00      0.00     98.83
00:41:15        all      0.21      0.02      0.95      0.00      0.00     98.82
00:41:16        all      9.97      0.02      5.41      0.01      0.00     84.59
00:41:17        all     34.43      0.01      2.09      0.04      0.00     63.43
00:41:18        all      0.23      0.02      0.98      0.00      0.00     98.77
00:41:19        all      0.53      0.00      1.68      0.00      0.00     97.78
00:41:20        all      0.20      0.02      0.94      0.00      0.00     98.84
00:41:21        all      0.21      0.01      0.95      0.00      0.00     98.83
00:41:22        all      0.22      0.00      0.92      0.00      0.00     98.86
00:41:23        all      0.23      0.01      0.95      0.00      0.00     98.81
00:41:24        all      0.25      0.01      0.95      0.00      0.00     98.79
00:41:25        all      0.21      0.01      0.98      0.00      0.00     98.80
00:41:26        all      0.19      0.01      0.95      0.00      0.00     98.85
00:41:27        all      0.25      0.01      0.92      0.00      0.00     98.82
00:41:28        all      0.24      0.02      0.93      0.00      0.00     98.81
00:41:29        all      0.50      0.01      1.68      0.00      0.00     97.81
00:41:30        all      0.20      0.01      0.93      0.00      0.00     98.86
00:41:31        all      0.76      0.01      1.00      0.00      0.00     98.23
00:41:32        all     46.81      0.01      4.73      0.00      0.00     48.46
00:41:33        all     12.44      0.02      1.35      0.00      0.00     86.19
00:41:34        all      0.20      0.01      0.96      0.00      0.00     98.83
00:41:35        all      0.21      0.00      0.93      0.00      0.00     98.86
00:41:36        all      0.19      0.01      0.94      0.00      0.00     98.86
00:41:37        all      0.23      0.02      0.93      0.00      0.00     98.82
00:41:38        all      0.19      0.01      0.95      0.00      0.00     98.85
00:41:39        all      0.46      0.01      1.84      0.00      0.00     97.69
00:41:40        all      0.19      0.02      0.99      0.00      0.00     98.80
00:41:41        all      0.23      0.02      0.96      0.00      0.00     98.79
00:41:42        all      0.23      0.02      0.91      0.00      0.00     98.84
00:41:43        all      0.22      0.01      0.95      0.00      0.00     98.82
00:41:44        all      0.18      0.01      0.96      0.00      0.00     98.85
00:41:45        all      0.20      0.02      1.04      0.00      0.00     98.74
00:41:46        all      0.20      0.01      0.99      0.00      0.00     98.80
00:41:47        all      0.17      0.01      0.99      0.00      0.00     98.83
00:41:48        all     23.20      0.02      4.91      0.00      0.00     71.87
00:41:49        all     22.18      0.02      2.18      0.00      0.00     75.62
00:41:50        all      0.22      0.01      0.93      0.00      0.00     98.84
00:41:51        all      0.21      0.02      0.95      0.00      0.00     98.82
00:41:52        all      0.23      0.02      0.94      0.00      0.00     98.81
00:41:53        all      0.22      0.01      0.94      0.00      0.00     98.83
00:41:54        all      0.19      0.02      0.99      0.00      0.00     98.80
00:41:55        all      0.28      0.01      0.95      0.00      0.00     98.76
00:41:56        all      0.20      0.02      0.97      0.00      0.00     98.81
00:41:57        all      0.20      0.01      0.96      0.00      0.00     98.83
00:41:58        all      0.21      0.01      0.93      0.00      0.00     98.85
00:41:59        all      0.52      0.00      1.65      0.00      0.00     97.83
00:42:00        all      0.20      0.01      0.98      0.00      0.00     98.81
00:42:01        all      0.24      0.03      0.93      0.00      0.00     98.80
00:42:02        all      0.21      0.02      0.97      0.00      0.00     98.80
00:42:03        all      2.95      0.03      1.10      0.00      0.00     95.93
00:42:04        all     47.20      0.00      4.94      0.00      0.00     47.86
00:42:05        all     10.26      0.03      1.46      0.00      0.00     88.25
00:42:06        all      0.19      0.01      0.98      0.00      0.00     98.82
00:42:07        all      0.22      0.01      0.92      0.00      0.00     98.85
00:42:08        all      0.20      0.01      1.01      0.00      0.00     98.78
00:42:09        all      0.57      0.01      1.70      0.00      0.00     97.71
00:42:10        all      0.20      0.02      0.98      0.00      0.00     98.80
00:42:11        all      0.19      0.01      0.99      0.00      0.00     98.81
00:42:12        all      0.21      0.02      0.98      0.00      0.00     98.79
00:42:13        all      0.17      0.02      1.03      0.00      0.00     98.78
00:42:14        all      0.25      0.01      0.89      0.00      0.00     98.85
00:42:15        all      0.20      0.01      0.92      0.02      0.00     98.85
00:42:16        all      0.18      0.02      1.02      0.00      0.00     98.78
00:42:17        all      0.62      0.01      1.49      0.04      0.00     97.84
00:42:18        all      0.22      0.02      0.96      0.00      0.00     98.80
00:42:19        all      0.46      0.01      1.80      0.00      0.00     97.73
00:42:20        all     14.60      0.01      4.52      0.00      0.00     80.87
00:42:21        all     51.94      0.03      1.56      0.00      0.00     46.48
00:42:22        all      0.96      0.01      1.20      0.00      0.00     97.82
00:42:23        all      0.22      0.03      0.95      0.00      0.00     98.80
00:42:24        all      0.27      0.02      0.88      0.00      0.00     98.83
00:42:25        all      0.19      0.02      0.98      0.00      0.00     98.81
00:42:26        all      0.18      0.01      0.98      0.00      0.00     98.83
00:42:27        all      0.23      0.02      0.92      0.00      0.00     98.83
00:42:28        all      0.19      0.01      1.03      0.00      0.00     98.77
00:42:29        all      0.54      0.01      1.72      0.00      0.00     97.72
00:42:30        all      0.18      0.01      1.01      0.00      0.00     98.80
00:42:31        all      0.24      0.02      0.94      0.00      0.00     98.80
00:42:32        all      0.21      0.00      0.98      0.00      0.00     98.81
00:42:33        all      0.17      0.02      0.98      0.00      0.00     98.83
00:42:34        all      0.26      0.00      0.93      0.00      0.00     98.81
00:42:35        all      0.24      0.02      0.93      0.00      0.00     98.81
00:42:36        all      0.20      0.02      0.94      0.00      0.00     98.84
00:42:37        all      0.21      0.02      0.98      0.00      0.00     98.79
00:42:38        all      0.22      0.00      0.98      0.00      0.00     98.80
00:42:39        all     43.03      0.01      5.33      0.00      0.00     51.63
00:42:40        all     17.68      0.01      1.56      0.00      0.00     80.75
00:42:41        all      0.22      0.01      0.97      0.00      0.00     98.80
00:42:42        all      0.16      0.01      1.01      0.00      0.00     98.82
00:42:43        all      0.19      0.00      0.99      0.00      0.00     98.82
00:42:44        all      0.21      0.02      0.98      0.00      0.00     98.79
00:42:45        all      0.25      0.02      0.92      0.00      0.00     98.81
00:42:46        all      0.24      0.01      1.00      0.00      0.00     98.75
00:42:47        all      0.17      0.01      0.99      0.00      0.00     98.83
00:42:48        all      0.18      0.03      0.98      0.00      0.00     98.81
00:42:49        all      0.57      0.02      1.78      0.00      0.00     97.63
00:42:50        all      0.32      0.01      0.92      0.00      0.00     98.75
00:42:51        all      0.22      0.00      0.96      0.00      0.00     98.82
00:42:52        all      0.19      0.02      0.98      0.00      0.00     98.81
00:42:53        all      0.24      0.02      0.92      0.00      0.00     98.82
00:42:54        all     29.68      0.01      5.67      0.01      0.00     64.63
00:42:55        all     37.49      0.03      1.89      0.00      0.00     60.58
00:42:56        all      0.27      0.01      0.99      0.00      0.00     98.73
00:42:57        all      0.18      0.02      0.99      0.00      0.00     98.81
00:42:58        all      0.19      0.01      0.96      0.00      0.00     98.84
00:42:59        all      0.54      0.01      1.75      0.00      0.00     97.70
00:43:00        all      0.20      0.01      1.01      0.00      0.00     98.78
00:43:01        all      0.25      0.01      0.92      0.00      0.00     98.82
00:43:02        all      0.20      0.02      0.96      0.00      0.00     98.82
00:43:03        all      0.21      0.03      0.97      0.00      0.00     98.79
00:43:04        all      0.18      0.01      0.99      0.00      0.00     98.82
00:43:05        all      0.21      0.01      0.99      0.00      0.00     98.79
00:43:06        all      0.21      0.02      0.97      0.00      0.00     98.80
00:43:07        all      0.21      0.02      0.95      0.00      0.00     98.82
00:43:08        all      0.22      0.02      0.97      0.00      0.00     98.79
00:43:09        all      0.48      0.02      1.78      0.00      0.00     97.72
00:43:10        all      0.22      0.03      1.01      0.00      0.00     98.74
00:43:11        all      0.95      0.02      1.00      0.00      0.00     98.03
00:43:12        all     46.02      0.03      5.34      0.00      0.00     48.60
00:43:13        all     14.97      0.02      1.21      0.00      0.00     83.80
00:43:14        all      0.17      0.01      0.98      0.00      0.00     98.84
00:43:15        all      0.17      0.01      1.03      0.00      0.00     98.79
00:43:16        all      0.18      0.01      0.97      0.00      0.00     98.84
00:43:17        all      0.47      0.01      1.25      0.00      0.00     98.27
00:43:18        all      0.43      0.00      1.28      0.03      0.00     98.26
00:43:19        all      0.54      0.02      1.73      0.00      0.00     97.70
00:43:20        all      0.23      0.01      0.89      0.00      0.00     98.87
00:43:21        all      0.25      0.03      0.91      0.00      0.00     98.81
00:43:22        all      0.20      0.02      0.94      0.00      0.00     98.84
00:43:23        all      0.19      0.01      0.99      0.00      0.00     98.81
00:43:24        all      0.19      0.01      0.99      0.00      0.00     98.81
00:43:25        all      0.26      0.02      0.94      0.00      0.00     98.78
00:43:26        all      0.18      0.05      0.95      0.00      0.00     98.82
00:43:27        all      0.19      0.03      0.98      0.00      0.00     98.80
00:43:28        all     46.73      0.04      4.58      0.01      0.00     48.63
00:43:29        all     16.36      0.03      2.75      0.00      0.00     80.86
00:43:30        all      0.16      0.05      1.00      0.00      0.00     98.79
00:43:31        all      0.20      0.06      0.97      0.00      0.00     98.77
00:43:32        all      0.21      0.06      0.98      0.00      0.00     98.75
00:43:33        all      0.18      0.03      1.01      0.00      0.00     98.78
00:43:34        all      0.21      0.02      0.93      0.00      0.00     98.84
00:43:35        all      0.23      0.01      0.98      0.00      0.00     98.78
00:43:36        all      0.25      0.01      0.91      0.00      0.00     98.83
00:43:37        all      0.27      0.01      0.83      0.00      0.00     98.88
00:43:38        all      0.20      0.01      0.96      0.00      0.00     98.83
00:43:39        all      0.48      0.02      1.77      0.00      0.00     97.73
00:43:40        all      0.21      0.01      0.93      0.00      0.00     98.85
00:43:41        all      0.16      0.01      0.99      0.00      0.00     98.84
00:43:42        all      0.26      0.02      0.96      0.00      0.00     98.76
00:43:43        all      0.25      0.01      0.93      0.00      0.00     98.81
00:43:44        all      8.55      0.02      2.20      0.00      0.00     89.23
00:43:45        all     50.10      0.02      3.92      0.00      0.00     45.96
00:43:46        all     10.55      0.00      1.70      0.00      0.00     87.75
00:43:47        all      0.21      0.01      0.95      0.00      0.00     98.83
00:43:48        all      0.19      0.01      0.94      0.00      0.00     98.86
00:43:49        all      0.52      0.02      1.73      0.00      0.00     97.72
00:43:50        all      0.21      0.01      0.93      0.00      0.00     98.85
00:43:51        all      0.19      0.01      0.94      0.00      0.00     98.86
00:43:52        all      0.25      0.01      0.93      0.00      0.00     98.81
00:43:53        all      0.25      0.00      0.91      0.00      0.00     98.84
00:43:54        all      0.19      0.01      1.01      0.00      0.00     98.79
00:43:55        all      0.19      0.01      0.97      0.00      0.00     98.83
00:43:56        all      0.21      0.01      0.96      0.00      0.00     98.82
00:43:57        all      0.21      0.02      0.99      0.00      0.00     98.78
00:43:58        all      0.27      0.03      0.89      0.00      0.00     98.81
00:43:59        all      0.48      0.04      1.76      0.00      0.00     97.72
00:44:00        all      0.22      0.01      1.00      0.00      0.00     98.77
00:44:01        all     26.39      0.04      4.33      0.00      0.00     69.24
00:44:02        all     35.47      0.04      1.89      0.00      0.00     62.60
00:44:03        all      0.25      0.02      0.97      0.00      0.00     98.76
00:44:04        all      0.19      0.02      0.98      0.00      0.00     98.81
00:44:05        all      0.21      0.04      0.94      0.00      0.00     98.81
00:44:06        all      0.19      0.01      0.98      0.00      0.00     98.82
00:44:07        all      0.21      0.02      0.96      0.00      0.00     98.81
00:44:08        all      0.20      0.01      0.96      0.00      0.00     98.83
00:44:09        all      0.51      0.02      1.84      0.00      0.00     97.63
00:44:10        all      0.21      0.01      1.01      0.00      0.00     98.77
00:44:11        all      0.22      0.02      0.92      0.00      0.00     98.84
00:44:12        all      0.18      0.01      1.01      0.00      0.00     98.80
00:44:13        all      0.18      0.01      0.96      0.00      0.00     98.85
00:44:14        all      0.22      0.02      0.95      0.00      0.00     98.81
00:44:15        all      0.19      0.01      0.95      0.01      0.00     98.84
00:44:16        all     30.01      0.03      5.17      0.00      0.00     64.78
00:44:17        all     36.16      0.04      1.64      0.00      0.00     62.16
00:44:18        all      0.61      0.01      1.58      0.04      0.00     97.76
00:44:19        all      0.64      0.02      1.83      0.02      0.00     97.49
00:44:20        all      0.26      0.03      0.89      0.00      0.00     98.82
00:44:21        all      0.21      0.01      0.93      0.00      0.00     98.85
00:44:22        all      0.21      0.03      0.95      0.00      0.00     98.81
00:44:23        all      0.21      0.01      1.03      0.00      0.00     98.75
00:44:24        all      0.18      0.01      0.98      0.00      0.00     98.83
00:44:25        all      0.18      0.02      0.95      0.00      0.00     98.85
00:44:26        all      0.18      0.01      0.96      0.00      0.00     98.85
00:44:27        all      0.23      0.02      0.91      0.00      0.00     98.84
00:44:28        all      0.22      0.01      0.91      0.00      0.00     98.86
00:44:29        all      0.52      0.01      1.71      0.00      0.00     97.75
00:44:30        all      0.21      0.02      0.91      0.00      0.00     98.86
00:44:31        all      0.20      0.02      0.94      0.00      0.00     98.84
00:44:32        all     23.54      0.02      4.45      0.00      0.00     71.99
00:44:33        all     36.01      0.02      1.89      0.00      0.00     62.09
00:44:34        all      0.27      0.01      0.93      0.00      0.00     98.79
00:44:35        all      0.20      0.01      0.95      0.00      0.00     98.84
00:44:36        all      0.20      0.02      0.95      0.00      0.00     98.83
00:44:37        all      0.18      0.01      0.95      0.00      0.00     98.86
00:44:38        all      0.20      0.02      0.92      0.00      0.00     98.86
00:44:39        all      0.48      0.02      1.75      0.00      0.00     97.75
00:44:40        all      0.25      0.02      0.92      0.00      0.00     98.81
00:44:41        all      0.19      0.02      0.95      0.00      0.00     98.84
00:44:42        all      0.22      0.00      0.96      0.00      0.00     98.82
00:44:43        all      0.21      0.02      0.93      0.00      0.00     98.84
00:44:44        all      0.22      0.01      0.92      0.00      0.00     98.85
00:44:45        all      0.23      0.02      0.93      0.00      0.00     98.82
00:44:46        all      0.28      0.00      0.85      0.00      0.00     98.87
00:44:47        all      0.22      0.03      0.94      0.00      0.00     98.81
00:44:48        all      7.22      0.02      1.00      0.00      0.00     91.75
00:44:49        all     47.97      0.05      6.22      0.00      0.00     45.76
00:44:50        all      8.74      0.00      1.29      0.00      0.00     89.97
00:44:51        all      0.20      0.01      0.91      0.00      0.00     98.88
00:44:52        all      0.22      0.02      0.90      0.00      0.00     98.86
00:44:53        all      0.19      0.01      0.99      0.00      0.00     98.81
00:44:54        all      0.17      0.02      0.98      0.00      0.00     98.83
00:44:55        all      0.24      0.02      0.92      0.00      0.00     98.82
00:44:56        all      0.23      0.02      0.93      0.00      0.00     98.82
00:44:57        all      0.22      0.02      0.96      0.00      0.00     98.80
00:44:58        all      0.18      0.02      0.95      0.00      0.00     98.85
00:44:59        all      0.52      0.02      1.74      0.00      0.00     97.71
00:45:00        all      0.23      0.01      0.93      0.00      0.00     98.83
00:45:01        all      0.19      0.00      0.95      0.00      0.00     98.86
00:45:02        all      0.26      0.01      0.98      0.00      0.00     98.75
00:45:03        all      0.24      0.02      0.96      0.00      0.00     98.78
00:45:04        all      0.21      0.00      0.93      0.00      0.00     98.86
00:45:05        all      5.46      0.00      0.96      0.00      0.00     93.58
00:45:06        all     46.82      0.02      5.91      0.00      0.00     47.25
00:45:07        all     12.77      0.00      1.62      0.00      0.00     85.61
00:45:08        all      0.22      0.02      0.92      0.00      0.00     98.84
00:45:09        all      0.64      0.00      1.65      0.00      0.00     97.71
00:45:10        all      0.21      0.01      1.00      0.00      0.00     98.78
00:45:11        all      0.23      0.01      0.90      0.00      0.00     98.86
00:45:12        all      0.21      0.01      0.96      0.00      0.00     98.82
00:45:13        all      0.24      0.01      1.00      0.00      0.00     98.75
00:45:14        all      0.25      0.00      0.88      0.00      0.00     98.87
00:45:15        all      0.22      0.01      0.93      0.00      0.00     98.84
00:45:16        all      0.16      0.01      0.98      0.00      0.00     98.85
00:45:17        all      0.22      0.01      0.94      0.00      0.00     98.83
00:45:18        all      0.27      0.02      1.08      0.01      0.00     98.62
00:45:19        all      1.01      0.01      2.00      0.03      0.00     96.95
00:45:20        all      0.26      0.00      1.01      0.00      0.00     98.73
00:45:21        all      0.25      0.02      0.90      0.00      0.00     98.83
00:45:22        all      0.20      0.02      0.93      0.00      0.00     98.85
00:45:23        all     35.34      0.02      4.81      0.00      0.00     59.83
00:45:24        all     15.88      0.02      1.41      0.00      0.00     82.68
00:45:25        all      0.17      0.03      0.98      0.00      0.00     98.82
00:45:26        all      0.20      0.01      0.93      0.00      0.00     98.86
00:45:27        all      0.21      0.02      0.96      0.00      0.00     98.81
00:45:28        all      0.22      0.00      0.95      0.00      0.00     98.83
00:45:29        all      0.41      0.01      1.43      0.00      0.00     98.15
00:45:30        all      0.36      0.01      1.25      0.00      0.00     98.38
00:45:31        all      0.25      0.01      0.89      0.00      0.00     98.85
00:45:32        all      0.18      0.01      1.02      0.00      0.00     98.79
00:45:33        all      0.21      0.02      0.98      0.00      0.00     98.79
00:45:34        all      0.19      0.01      0.96      0.00      0.00     98.84
00:45:35        all      0.20      0.01      0.96      0.00      0.00     98.83
00:45:36        all      0.20      0.03      0.96      0.00      0.00     98.81
00:45:37        all      0.22      0.00      0.96      0.00      0.00     98.82
00:45:38        all      0.16      0.01      0.99      0.00      0.00     98.84
00:45:39        all      0.34      0.02      1.17      0.00      0.00     98.47
00:45:40        all     38.45      0.02      5.77      0.01      0.00     55.75
00:45:41        all     15.51      0.01      1.56      0.00      0.00     82.93
00:45:42        all      0.20      0.02      0.94      0.00      0.00     98.84
00:45:43        all      0.24      0.01      0.93      0.00      0.00     98.82
00:45:44        all      0.19      0.02      0.97      0.00      0.00     98.82
00:45:45        all      0.20      0.01      0.92      0.00      0.00     98.87
00:45:46        all      0.22      0.00      0.91      0.00      0.00     98.87
00:45:47        all      0.19      0.01      1.00      0.00      0.00     98.80
00:45:48        all      0.18      0.01      0.97      0.00      0.00     98.84
00:45:49        all      0.24      0.01      0.96      0.00      0.00     98.79
00:45:50        all      0.54      0.00      1.67      0.00      0.00     97.78
00:45:51        all      0.20      0.00      0.94      0.00      0.00     98.86
00:45:52        all      0.19      0.01      0.94      0.00      0.00     98.86
00:45:53        all      0.21      0.02      1.00      0.00      0.00     98.77
00:45:54        all      0.20      0.03      0.94      0.00      0.00     98.83
00:45:55        all      0.20      0.00      0.98      0.00      0.00     98.82
00:45:56        all     28.38      0.01      4.47      0.00      0.00     67.15
00:45:57        all     35.83      0.01      1.55      0.00      0.00     62.61
00:45:58        all      0.23      0.00      0.94      0.00      0.00     98.83
00:45:59        all      0.23      0.01      0.95      0.00      0.00     98.81
00:46:00        all      0.49      0.01      1.70      0.00      0.00     97.79
00:46:01        all      0.22      0.01      0.96      0.00      0.00     98.81
00:46:02        all      0.17      0.01      0.99      0.00      0.00     98.83
00:46:03        all      0.19      0.02      0.94      0.00      0.00     98.85
00:46:04        all      0.24      0.01      0.94      0.00      0.00     98.81
00:46:05        all      0.23      0.01      0.91      0.00      0.00     98.85
00:46:06        all      0.18      0.01      1.01      0.00      0.00     98.80
00:46:07        all      0.19      0.01      0.96      0.00      0.00     98.84
00:46:08        all      0.21      0.01      0.92      0.00      0.00     98.86
00:46:09        all      0.20      0.01      0.98      0.00      0.00     98.81
00:46:10        all      0.53      0.00      1.70      0.00      0.00     97.76
00:46:11        all     33.95      0.01      5.04      0.00      0.00     60.99
00:46:12        all     26.62      0.01      1.62      0.00      0.00     71.74
00:46:13        all      0.19      0.02      0.97      0.00      0.00     98.82
00:46:14        all      0.17      0.01      0.96      0.00      0.00     98.86
00:46:15        all      0.21      0.01      0.94      0.00      0.00     98.84
00:46:16        all      0.23      0.01      0.93      0.00      0.00     98.83
00:46:17        all      0.17      0.01      0.94      0.00      0.00     98.88
00:46:18        all      0.21      0.02      0.97      0.00      0.00     98.80
00:46:19        all      0.59      0.01      1.46      0.03      0.00     97.91
00:46:20        all      0.65      0.02      1.72      0.02      0.00     97.59
00:46:21        all      0.17      0.02      0.94      0.00      0.00     98.87
00:46:22        all      0.25      0.01      0.89      0.00      0.00     98.85
00:46:23        all      0.19      0.00      0.99      0.00      0.00     98.82
00:46:24        all      0.19      0.02      0.94      0.00      0.00     98.85
00:46:25        all      0.17      0.00      0.97      0.00      0.00     98.86
00:46:26        all      0.16      0.00      1.02      0.00      0.00     98.82
