Linux 5.19.0-45-generic (rachit-virtual-machine) 	24/06/23 	_x86_64_	(4 CPU)

01:05:51 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:07:16 AM IST     all      0.00      0.00      0.76      0.00      0.00     99.24
01:07:17 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:18 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:19 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:20 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:21 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:22 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:23 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:24 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:07:25 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:26 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:07:27 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:07:28 AM IST     all      2.76      0.00      4.01      0.00      0.00     93.23
01:07:29 AM IST     all     63.45      0.00     20.30      0.00      0.00     16.24
01:07:30 AM IST     all     76.20      0.00      3.80      0.00      0.00     20.00
01:07:31 AM IST     all     78.43      0.00      1.02      0.00      0.00     20.56
01:07:32 AM IST     all     77.86      0.00      1.53      0.00      0.00     20.61
01:07:33 AM IST     all     60.00      0.00      1.27      0.00      0.00     38.73
01:07:34 AM IST     all      0.75      0.00      0.75      0.00      0.00     98.50
01:07:35 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:36 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:37 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:38 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:39 AM IST     all      0.00      0.00      0.25      0.25      0.00     99.50
01:07:40 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:41 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:42 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:43 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:44 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:07:45 AM IST     all     25.32      0.00     20.20      0.00      0.00     54.48
01:07:46 AM IST     all     76.09      0.00      3.08      0.00      0.00     20.82
01:07:47 AM IST     all     77.30      0.00      1.02      0.00      0.00     21.68
01:07:48 AM IST     all     75.51      0.00      3.83      0.00      0.00     20.66
01:07:49 AM IST     all     84.30      0.00      2.03      0.00      0.00     13.67
01:07:50 AM IST     all     19.14      0.00      1.01      0.00      0.00     79.85
01:07:51 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:52 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:53 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:54 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:55 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:56 AM IST     all      0.00      0.00      0.25      0.25      0.00     99.50
01:07:57 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:58 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:59 AM IST     all      0.25      0.00      0.50      0.00      0.00     99.25
01:08:00 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:01 AM IST     all      0.25      0.00      1.77      0.00      0.00     97.97
01:08:02 AM IST     all     54.29      0.00     22.73      0.00      0.00     22.98
01:08:03 AM IST     all     79.34      0.00      1.53      0.00      0.00     19.13
01:08:04 AM IST     all     76.52      0.00      4.04      0.00      0.00     19.44
01:08:05 AM IST     all     76.21      0.00      1.53      0.00      0.00     22.25
01:08:06 AM IST     all     75.51      0.00      1.77      0.00      0.00     22.73
01:08:07 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:08 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:09 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:10 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:11 AM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
01:08:12 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:13 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:14 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:15 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:16 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:17 AM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
01:08:18 AM IST     all     17.19      0.00     17.19      0.00      0.00     65.62
01:08:19 AM IST     all     71.98      0.00      5.14      0.00      0.00     22.88
01:08:20 AM IST     all     75.00      0.00      3.03      0.00      0.00     21.97
01:08:21 AM IST     all     78.43      0.00      3.30      0.00      0.00     18.27
01:08:22 AM IST     all     81.84      0.00      1.53      0.00      0.00     16.62
01:08:23 AM IST     all     33.50      0.00      0.76      0.00      0.00     65.74
01:08:24 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:25 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:08:26 AM IST     all      0.25      0.00      0.50      0.00      0.00     99.25
01:08:27 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:28 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:29 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:30 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:31 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:32 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:33 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:34 AM IST     all      0.26      0.00      1.53      0.00      0.00     98.21
01:08:35 AM IST     all     42.89      0.00     23.86      0.00      0.00     33.25
01:08:36 AM IST     all     77.02      0.00      1.52      0.00      0.00     21.46
01:08:37 AM IST     all     77.78      0.00      1.01      0.00      0.00     21.21
01:08:38 AM IST     all     79.20      0.00      1.75      0.00      0.00     19.05
01:08:39 AM IST     all     80.86      0.00      1.76      0.00      0.00     17.38
01:08:40 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:41 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:42 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:43 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:08:44 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:45 AM IST     all      0.00      0.00      0.75      0.00      0.00     99.25
01:08:46 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:47 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:48 AM IST     all      0.00      0.00      0.75      0.00      0.00     99.25
