Linux 5.19.0-45-generic (aicfed-virtual-machine) 	24/06/23 	_x86_64_	(4 CPU)

01:06:02 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:06:03 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:06:04 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:06:05 AM IST     all     21.05      0.00      4.01      0.00      0.00     74.94
01:06:06 AM IST     all     11.72      0.00      5.74      0.00      0.00     82.54
01:06:07 AM IST     all      0.50      0.00      1.76      0.00      0.00     97.73
01:06:08 AM IST     all     27.39      0.00     45.22      0.00      0.00     27.39
01:06:09 AM IST     all     72.47      0.00      4.04      0.00      0.00     23.48
01:06:10 AM IST     all     74.94      0.00      5.94      0.00      0.00     19.12
01:06:11 AM IST     all     75.84      0.00      2.31      0.00      0.00     21.85
01:06:12 AM IST     all     79.65      0.00      1.76      0.00      0.00     18.59
01:06:13 AM IST     all     35.00      0.00      1.25      0.00      0.00     63.75
01:06:14 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:15 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:16 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:06:17 AM IST     all      0.50      0.00      0.25      0.00      0.00     99.25
01:06:18 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:06:19 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:06:20 AM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
01:06:21 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:22 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:06:23 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.49
01:06:24 AM IST     all     26.08      0.00     24.56      0.00      0.00     49.37
01:06:25 AM IST     all     77.08      0.00      3.02      0.00      0.00     19.90
01:06:26 AM IST     all     77.53      0.00      1.52      0.00      0.00     20.96
01:06:27 AM IST     all     77.97      0.00      2.28      0.00      0.00     19.75
01:06:28 AM IST     all     83.38      0.00      2.27      0.00      0.00     14.36
01:06:29 AM IST     all     23.54      0.00      0.51      0.00      0.00     75.95
01:06:30 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:06:31 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:06:32 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:06:33 AM IST     all      0.25      0.00      0.75      0.00      0.00     99.00
01:06:34 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:35 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:06:36 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:06:37 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:38 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:06:39 AM IST     all      0.51      0.00      1.27      0.00      0.00     98.23
01:06:40 AM IST     all     49.87      0.00     25.82      0.00      0.00     24.30
01:06:41 AM IST     all     77.18      0.00      1.79      0.00      0.00     21.03
01:06:42 AM IST     all     77.04      0.00      2.55      0.00      0.00     20.41
01:06:43 AM IST     all     76.47      0.00      2.05      0.00      0.00     21.48
01:06:44 AM IST     all     81.09      0.00      2.24      0.00      0.00     16.67
01:06:45 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:46 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:47 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:06:48 AM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
01:06:49 AM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
01:06:50 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:51 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:06:52 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:06:53 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:06:54 AM IST     all      0.00      0.00      0.25      0.50      0.00     99.25
01:06:55 AM IST     all      0.76      0.00      0.00      0.00      0.00     99.24
01:06:56 AM IST     all     23.41      0.00     23.16      0.00      0.00     53.44
01:06:57 AM IST     all     74.23      0.00      4.08      0.00      0.00     21.68
01:06:58 AM IST     all     79.08      0.00      1.53      0.00      0.00     19.39
01:06:59 AM IST     all     77.49      0.00      2.30      0.00      0.00     20.20
01:07:00 AM IST     all     73.15      0.00      8.18      0.00      0.00     18.67
01:07:01 AM IST     all     36.78      0.00      1.26      0.00      0.00     61.96
01:07:02 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:03 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:07:04 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:05 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:06 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:07:07 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:07:08 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:09 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:07:10 AM IST     all      1.01      0.00      0.00      0.00      0.00     98.99
01:07:11 AM IST     all     40.66      0.00     25.58      0.00      0.00     33.76
01:07:12 AM IST     all     72.89      0.00      5.88      0.00      0.00     21.23
01:07:13 AM IST     all     77.41      0.00      1.02      0.00      0.00     21.57
01:07:14 AM IST     all     75.89      0.00      1.52      0.00      0.00     22.59
01:07:15 AM IST     all     87.06      0.00      1.02      0.00      0.00     11.93
01:07:16 AM IST     all      7.81      0.00      0.76      0.00      0.00     91.44
01:07:17 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:18 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:19 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:20 AM IST     all      0.50      0.00      0.25      0.00      0.00     99.25
01:07:21 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:07:22 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:23 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:24 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:07:25 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.49
01:07:26 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:27 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:28 AM IST     all      0.25      0.00      1.02      0.00      0.00     98.73
01:07:29 AM IST     all     57.89      0.00     24.81      0.00      0.00     17.29
01:07:30 AM IST     all     76.92      0.00      3.33      0.00      0.00     19.74
01:07:31 AM IST     all     76.21      0.00      1.79      0.00      0.00     21.99
01:07:32 AM IST     all     73.10      0.00      4.82      0.00      0.00     22.08
01:07:33 AM IST     all     76.83      0.00      1.51      0.00      0.00     21.66
01:07:34 AM IST     all      0.25      0.00      0.51      0.00      0.00     99.24
01:07:35 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:36 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:37 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:38 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:39 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:40 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:07:41 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:42 AM IST     all      0.25      0.00      1.00      0.00      0.00     98.75
01:07:43 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:44 AM IST     all      0.50      0.00      0.25      0.00      0.00     99.25
01:07:45 AM IST     all     17.56      0.00     21.12      0.00      0.00     61.32
01:07:46 AM IST     all     75.76      0.00      6.06      0.00      0.00     18.18
01:07:47 AM IST     all     77.27      0.00      2.78      0.00      0.00     19.95
01:07:48 AM IST     all     77.16      0.00      0.76      0.00      0.00     22.08
01:07:49 AM IST     all     81.61      0.00      2.02      0.00      0.00     16.37
01:07:50 AM IST     all     35.68      0.00      1.76      0.00      0.00     62.56
01:07:51 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:07:52 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:53 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:54 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:07:55 AM IST     all      0.25      0.00      0.75      0.00      0.00     99.00
01:07:56 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:57 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:58 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:07:59 AM IST     all      0.25      0.00      0.50      0.00      0.00     99.25
01:08:00 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:01 AM IST     all      0.25      0.00      1.01      0.00      0.00     98.74
01:08:02 AM IST     all     44.92      0.00     26.40      0.00      0.00     28.68
01:08:03 AM IST     all     76.21      0.00      1.02      0.00      0.00     22.76
01:08:04 AM IST     all     76.79      0.00      1.28      0.00      0.00     21.94
01:08:05 AM IST     all     76.53      0.00      5.36      0.00      0.00     18.11
01:08:06 AM IST     all     86.72      0.00      2.51      0.00      0.00     10.78
01:08:07 AM IST     all      0.50      0.00      0.75      0.00      0.00     98.75
01:08:08 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:09 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:10 AM IST     all      0.75      0.00      0.00      0.00      0.00     99.25
01:08:11 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:12 AM IST     all      0.00      0.00      0.75      0.00      0.00     99.25
01:08:13 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:14 AM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
01:08:15 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:16 AM IST     all      0.00      0.00      0.00      0.25      0.00     99.75
01:08:17 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:18 AM IST     all     13.72      0.00     14.96      0.00      0.00     71.32
01:08:19 AM IST     all     64.03      0.00     16.84      0.00      0.00     19.13
01:08:20 AM IST     all     79.44      0.00      2.03      0.00      0.00     18.53
01:08:21 AM IST     all     77.53      0.00      1.77      0.00      0.00     20.71
01:08:22 AM IST     all     76.40      0.00      2.79      0.00      0.00     20.81
01:08:23 AM IST     all     52.90      0.00      1.01      0.00      0.00     46.10
01:08:24 AM IST     all      0.00      0.00      1.00      0.00      0.00     99.00
01:08:25 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:26 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:27 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:08:28 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:08:29 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:30 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:08:31 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:32 AM IST     all      0.25      0.00      0.50      0.00      0.00     99.25
01:08:33 AM IST     all      0.25      0.00      0.00      0.25      0.00     99.50
01:08:34 AM IST     all      0.26      0.00      1.79      0.00      0.00     97.96
01:08:35 AM IST     all     35.41      0.00     26.43      0.00      0.00     38.15
01:08:36 AM IST     all     77.75      0.00      2.05      0.00      0.00     20.20
01:08:37 AM IST     all     79.90      0.00      1.26      0.00      0.00     18.84
01:08:38 AM IST     all     77.89      0.00      2.06      0.00      0.00     20.05
01:08:39 AM IST     all     86.36      0.00      1.52      0.00      0.00     12.12
01:08:40 AM IST     all      9.09      0.00      1.01      0.00      0.00     89.90
01:08:41 AM IST     all      0.75      0.00      0.25      0.00      0.00     99.00
01:08:42 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
