Linux 5.19.0-45-generic (aicfed) 	24/06/23 	_x86_64_	(4 CPU)

01:05:08 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:06:33 AM IST     all     65.25      0.00     31.00      0.00      0.00      3.75
01:06:34 AM IST     all     68.08      0.00     28.43      0.00      0.00      3.49
01:06:35 AM IST     all     69.48      0.00     26.05      0.00      0.00      4.47
01:06:36 AM IST     all     60.80      0.00     32.91      0.00      0.00      6.28
01:06:37 AM IST     all     64.68      0.00     30.85      0.00      0.00      4.48
01:06:38 AM IST     all     36.59      0.00     25.81      0.00      0.00     37.59
01:06:39 AM IST     all      0.25      0.00      0.75      0.00      0.00     98.99
01:06:40 AM IST     all     29.34      0.00     23.72      0.00      0.00     46.94
01:06:41 AM IST     all     61.90      0.25     35.34      0.00      0.00      2.51
01:06:42 AM IST     all     67.76      0.00     27.96      0.00      0.00      4.28
01:06:43 AM IST     all     64.84      0.00     33.42      0.00      0.00      1.75
01:06:44 AM IST     all     68.84      0.00     28.64      0.00      0.00      2.51
01:06:45 AM IST     all     68.24      0.00     27.79      0.00      0.00      3.97
01:06:46 AM IST     all     66.08      0.00     28.64      0.00      0.00      5.28
01:06:47 AM IST     all     62.41      0.00     30.08      0.00      0.00      7.52
01:06:48 AM IST     all     64.50      0.25     33.00      0.00      0.00      2.25
01:06:49 AM IST     all     67.34      0.00     29.40      0.00      0.00      3.27
01:06:50 AM IST     all     67.49      0.00     28.57      0.00      0.00      3.94
01:06:51 AM IST     all     66.42      0.00     27.86      0.00      0.00      5.72
01:06:52 AM IST     all     69.60      0.00     27.39      0.00      0.00      3.02
01:06:53 AM IST     all     66.67      0.00     28.86      0.00      0.00      4.48
01:06:54 AM IST     all     43.53      0.00     24.38      0.00      0.00     32.09
01:06:55 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:06:56 AM IST     all     10.05      0.00      6.70      0.00      0.00     83.25
01:06:57 AM IST     all     50.12      0.00     36.97      0.00      0.00     12.90
01:06:58 AM IST     all     59.70      0.00     32.59      0.00      0.00      7.71
01:06:59 AM IST     all     65.42      0.00     28.11      0.00      0.00      6.47
01:07:00 AM IST     all     65.58      0.00     27.39      0.00      0.00      7.04
01:07:01 AM IST     all     66.50      0.00     29.78      0.00      0.00      3.72
01:07:02 AM IST     all     65.42      0.00     28.36      0.00      0.00      6.22
01:07:03 AM IST     all     66.25      0.00     28.54      0.00      0.00      5.21
01:07:04 AM IST     all     65.75      0.25     30.00      0.00      0.00      4.00
01:07:05 AM IST     all     63.48      0.00     27.71      0.00      0.00      8.82
01:07:06 AM IST     all     67.75      0.00     28.50      0.00      0.00      3.75
01:07:07 AM IST     all     62.09      0.00     33.17      0.00      0.00      4.74
01:07:08 AM IST     all     67.84      0.00     30.65      0.00      0.00      1.51
01:07:09 AM IST     all     36.84      0.00     26.07      0.00      0.00     37.09
01:07:10 AM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
01:07:11 AM IST     all     19.74      0.00     16.41      0.00      0.00     63.85
01:07:12 AM IST     all     52.51      0.00     39.45      0.00      0.00      8.04
01:07:13 AM IST     all     62.13      0.00     29.95      0.00      0.00      7.92
01:07:14 AM IST     all     62.25      0.00     32.25      0.00      0.00      5.50
01:07:15 AM IST     all     65.08      0.00     29.65      0.00      0.00      5.28
01:07:16 AM IST     all     66.58      0.00     31.14      0.00      0.00      2.28
01:07:17 AM IST     all     60.75      0.25     32.75      0.00      0.00      6.25
01:07:18 AM IST     all     66.75      0.00     30.50      0.00      0.00      2.75
01:07:19 AM IST     all     62.78      0.00     35.48      0.00      0.00      1.74
01:07:20 AM IST     all     61.35      0.00     37.66      0.00      0.00      1.00
01:07:21 AM IST     all     66.50      0.25     29.50      0.00      0.00      3.75
01:07:22 AM IST     all     62.41      0.00     29.82      0.00      0.00      7.77
01:07:23 AM IST     all     66.00      0.00     30.77      0.00      0.00      3.23
01:07:24 AM IST     all     64.65      0.00     32.58      0.00      0.00      2.78
01:07:25 AM IST     all     63.93      0.00     31.84      0.00      0.00      4.23
01:07:26 AM IST     all     63.48      0.00     33.75      0.00      0.00      2.77
01:07:27 AM IST     all      9.98      0.00      6.23      0.00      0.00     83.79
01:07:28 AM IST     all      0.51      0.00      1.53      0.00      0.00     97.96
01:07:29 AM IST     all     32.23      0.00     24.62      0.00      0.00     43.15
01:07:30 AM IST     all     56.86      0.00     40.90      0.00      0.00      2.24
01:07:31 AM IST     all     62.41      0.00     34.34      0.00      0.00      3.26
01:07:32 AM IST     all     62.41      0.00     30.83      0.00      0.00      6.77
01:07:33 AM IST     all     63.64      0.00     32.83      0.00      0.00      3.54
01:07:34 AM IST     all     66.67      0.00     29.10      0.00      0.00      4.23
01:07:35 AM IST     all     63.68      0.00     32.09      0.00      0.00      4.23
01:07:36 AM IST     all     67.00      0.00     30.98      0.00      0.00      2.02
01:07:37 AM IST     all     69.00      0.00     27.25      0.00      0.00      3.75
01:07:38 AM IST     all     64.16      0.00     31.58      0.00      0.00      4.26
01:07:39 AM IST     all     66.58      0.00     30.67      0.00      0.00      2.74
01:07:40 AM IST     all     62.84      0.00     30.42      0.00      0.00      6.73
01:07:41 AM IST     all     63.93      0.00     32.34      0.00      0.00      3.73
01:07:42 AM IST     all     65.76      0.25     30.02      0.00      0.00      3.97
01:07:43 AM IST     all     53.73      0.00     30.85      0.00      0.00     15.42
01:07:44 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:07:45 AM IST     all      6.68      0.00      3.08      0.00      0.00     90.23
01:07:46 AM IST     all     51.00      0.00     39.00      0.00      0.00     10.00
01:07:47 AM IST     all     60.10      0.00     34.16      0.00      0.00      5.74
01:07:48 AM IST     all     66.08      0.00     30.13      0.25      0.00      3.54
01:07:49 AM IST     all     65.50      0.00     26.50      0.00      0.00      8.00
01:07:50 AM IST     all     64.43      0.00     30.85      0.00      0.00      4.73
01:07:51 AM IST     all     70.50      0.00     24.75      0.00      0.00      4.75
01:07:52 AM IST     all     67.50      0.00     28.75      0.00      0.00      3.75
01:07:53 AM IST     all     66.41      0.25     29.55      0.00      0.00      3.79
01:07:54 AM IST     all     60.55      0.00     33.00      0.00      0.00      6.45
01:07:55 AM IST     all     63.73      0.00     29.97      0.00      0.00      6.30
01:07:56 AM IST     all     61.88      0.00     33.17      0.00      0.00      4.95
01:07:57 AM IST     all     63.66      0.00     34.59      0.00      0.00      1.75
01:07:58 AM IST     all     63.07      0.00     34.42      0.00      0.00      2.51
01:07:59 AM IST     all     62.53      0.00     34.99      0.00      0.00      2.48
01:08:00 AM IST     all     38.10      0.00     23.31      0.00      0.00     38.60
01:08:01 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:08:02 AM IST     all     20.20      0.00     21.23      0.00      0.00     58.57
01:08:03 AM IST     all     54.75      0.00     38.75      0.00      0.00      6.50
01:08:04 AM IST     all     65.42      0.00     29.10      0.00      0.00      5.47
01:08:05 AM IST     all     60.35      0.00     34.66      0.00      0.00      4.99
01:08:06 AM IST     all     64.23      0.00     30.73      0.00      0.00      5.04
01:08:07 AM IST     all     62.16      0.00     31.58      0.00      0.00      6.27
01:08:08 AM IST     all     65.92      0.00     29.85      0.00      0.00      4.23
01:08:09 AM IST     all     65.08      0.00     30.40      0.00      0.00      4.52
01:08:10 AM IST     all     65.75      0.00     30.00      0.00      0.00      4.25
01:08:11 AM IST     all     63.75      0.00     33.75      0.00      0.00      2.50
01:08:12 AM IST     all     65.42      0.25     29.85      0.00      0.00      4.48
01:08:13 AM IST     all     62.81      0.00     33.92      0.00      0.00      3.27
01:08:14 AM IST     all     66.42      0.00     29.10      0.00      0.00      4.48
01:08:15 AM IST     all     67.33      0.00     28.43      0.00      0.00      4.24
01:08:16 AM IST     all     63.18      0.00     34.33      0.00      0.00      2.49
01:08:17 AM IST     all      6.28      0.00      5.53      0.00      0.00     88.19
01:08:18 AM IST     all      0.26      0.00      1.55      0.00      0.00     98.19
01:08:19 AM IST     all     43.47      0.00     36.68      0.00      0.00     19.85
01:08:20 AM IST     all     67.17      0.00     29.82      0.00      0.00      3.01
01:08:21 AM IST     all     63.07      0.00     27.39      0.00      0.00      9.55
01:08:22 AM IST     all     63.34      0.00     32.67      0.00      0.00      3.99
01:08:23 AM IST     all     59.55      0.00     30.65      0.00      0.00      9.80
01:08:24 AM IST     all     63.25      0.00     32.00      0.00      0.00      4.75
01:08:25 AM IST     all     68.84      0.00     26.88      0.00      0.00      4.27
01:08:26 AM IST     all     61.35      0.00     30.17      0.00      0.00      8.48
01:08:27 AM IST     all     65.91      0.00     28.57      0.00      0.00      5.51
01:08:28 AM IST     all     62.91      0.00     28.57      0.00      0.00      8.52
01:08:29 AM IST     all     62.00      0.25     27.75      0.00      0.00     10.00
01:08:30 AM IST     all     65.34      0.00     30.92      0.00      0.00      3.74
01:08:31 AM IST     all     68.83      0.00     28.68      0.00      0.00      2.49
01:08:32 AM IST     all     61.79      0.00     31.51      0.00      0.00      6.70
01:08:33 AM IST     all     45.98      0.00     28.89      0.00      0.00     25.13
01:08:34 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:35 AM IST     all     15.94      0.00     15.68      0.00      0.00     68.38
01:08:36 AM IST     all     59.10      0.00     34.16      0.00      0.00      6.73
01:08:37 AM IST     all     63.32      0.00     32.91      0.00      0.00      3.77
01:08:38 AM IST     all     59.95      0.00     35.82      0.00      0.00      4.23
01:08:39 AM IST     all     64.68      0.00     29.60      0.00      0.00      5.72
01:08:40 AM IST     all     69.58      0.00     27.68      0.00      0.00      2.74
01:08:41 AM IST     all     69.52      0.00     26.70      0.00      0.00      3.78
01:08:42 AM IST     all     66.42      0.00     30.83      0.00      0.00      2.76
01:08:43 AM IST     all     64.43      0.00     28.86      0.00      0.00      6.72
01:08:44 AM IST     all     62.28      0.00     30.27      0.00      0.00      7.44
01:08:45 AM IST     all     70.07      0.00     27.43      0.00      0.00      2.49
01:08:46 AM IST     all     60.50      0.00     37.00      0.00      0.00      2.50
01:08:47 AM IST     all     67.83      0.00     29.43      0.00      0.00      2.74
01:08:48 AM IST     all     45.86      0.00     20.55      0.00      0.00     33.58
01:08:49 AM IST     all      0.26      0.00      1.28      0.00      0.00     98.46
01:08:50 AM IST     all     40.66      0.00     32.83      0.00      0.00     26.52
01:08:51 AM IST     all     61.19      0.00     30.10      0.00      0.00      8.71
01:08:52 AM IST     all     61.10      0.00     34.91      0.00      0.00      3.99
01:08:53 AM IST     all     64.48      0.00     33.50      0.00      0.00      2.02
01:08:54 AM IST     all     62.50      0.00     31.50      0.00      0.00      6.00
01:08:55 AM IST     all     46.41      0.00     26.52      0.00      0.00     27.07
01:08:56 AM IST     all     64.48      0.00     27.96      0.00      0.00      7.56
01:08:57 AM IST     all     63.59      0.00     31.67      0.00      0.00      4.74
01:08:58 AM IST     all     63.75      0.00     31.50      0.00      0.00      4.75
01:08:59 AM IST     all     63.41      0.00     29.82      0.00      0.00      6.77
01:09:00 AM IST     all     65.92      0.00     30.35      0.00      0.00      3.73
01:09:01 AM IST     all     62.56      0.00     33.92      0.00      0.00      3.52
01:09:02 AM IST     all     62.00      0.00     29.00      0.00      0.00      9.00
01:09:03 AM IST     all     65.33      0.00     29.65      0.00      0.00      5.03
01:09:04 AM IST     all     59.80      0.00     29.28      0.00      0.00     10.92
01:09:05 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:09:06 AM IST     all     10.62      0.00      5.70      0.00      0.00     83.68
01:09:07 AM IST     all     49.13      0.00     40.94      0.00      0.00      9.93
01:09:08 AM IST     all     67.17      0.00     29.32      0.00      0.00      3.51
01:09:09 AM IST     all     62.96      0.00     32.35      0.00      0.00      4.69
01:09:10 AM IST     all     63.73      0.00     33.75      0.00      0.00      2.52
01:09:11 AM IST     all     63.59      0.00     30.42      0.00      0.00      5.99
01:09:12 AM IST     all     67.92      0.00     29.82      0.00      0.00      2.26
01:09:13 AM IST     all     64.99      0.00     28.21      0.00      0.00      6.80
01:09:14 AM IST     all     68.75      0.00     28.25      0.00      0.00      3.00
01:09:15 AM IST     all     66.17      0.00     28.32      0.00      0.00      5.51
01:09:16 AM IST     all     64.21      0.00     23.35      0.00      0.00     12.44
01:09:17 AM IST     all     61.54      0.00     34.49      0.00      0.00      3.97
01:09:18 AM IST     all     67.08      0.00     29.93      0.00      0.00      2.99
01:09:19 AM IST     all     50.87      0.00     30.67      0.00      0.00     18.45
01:09:20 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:21 AM IST     all     20.91      0.00     16.88      0.00      0.00     62.22
01:09:22 AM IST     all     57.39      0.00     38.85      0.00      0.00      3.76
01:09:23 AM IST     all     65.59      0.00     32.42      0.00      0.00      2.00
01:09:24 AM IST     all     62.84      0.00     29.68      0.00      0.00      7.48
01:09:25 AM IST     all     65.76      0.00     29.53      0.00      0.00      4.71
01:09:26 AM IST     all     68.25      0.00     29.75      0.00      0.00      2.00
01:09:27 AM IST     all     66.75      0.00     31.49      0.00      0.00      1.76
01:09:28 AM IST     all     61.60      0.00     28.61      0.00      0.00      9.79
01:09:29 AM IST     all     67.92      0.00     29.32      0.00      0.00      2.76
01:09:30 AM IST     all     65.01      0.00     30.77      0.00      0.00      4.22
01:09:31 AM IST     all     66.25      0.00     28.75      0.00      0.00      5.00
01:09:32 AM IST     all     67.00      0.00     31.00      0.00      0.00      2.00
01:09:33 AM IST     all     67.00      0.00     29.75      0.00      0.00      3.25
01:09:34 AM IST     all     59.40      0.00     35.34      0.00      0.00      5.26
01:09:35 AM IST     all     65.17      0.00     29.35      0.00      0.00      5.47
01:09:36 AM IST     all     40.30      0.00     21.64      0.00      0.00     38.06
01:09:37 AM IST     all      0.25      0.00      0.50      0.00      0.00     99.25
