Linux 5.19.0-45-generic (aicfed) 	29/06/23 	_x86_64_	(2 CPU)

11:17:13 PM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:17:14 PM IST     all      0.50      0.00      1.50      0.00      0.00     98.00
11:17:15 PM IST     all      0.50      1.50      1.00      2.50      0.00     94.50
11:17:16 PM IST     all     29.29      2.02      8.08      0.00      0.00     60.61
11:17:17 PM IST     all      0.50      0.00      0.50      0.00      0.00     99.01
11:17:18 PM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
11:17:19 PM IST     all      0.00      0.50      1.01      0.00      0.00     98.49
11:17:20 PM IST     all      0.50      0.00      1.00      0.00      0.00     98.51
11:17:21 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:22 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:23 PM IST     all      0.00      0.00      0.51      0.00      0.00     99.49
11:17:24 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:25 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:26 PM IST     all      0.50      0.00      0.50      0.00      0.00     99.00
11:17:27 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:28 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:29 PM IST     all      0.50      0.00      2.00      0.00      0.00     97.50
11:17:30 PM IST     all      0.00      0.00      1.00      0.00      0.00     99.00
11:17:31 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:32 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:33 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:34 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:35 PM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
11:17:36 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:37 PM IST     all      0.00      0.50      0.00      0.00      0.00     99.50
11:17:38 PM IST     all     20.20      0.00      3.54      0.00      0.00     76.26
11:17:39 PM IST     all     32.67      0.50     38.12      0.00      0.00     28.71
11:17:40 PM IST     all     78.68      0.00      9.64      0.00      0.00     11.68
11:17:41 PM IST     all     86.43      0.00      2.01      0.00      0.00     11.56
11:17:42 PM IST     all     86.36      0.00      2.02      0.00      0.00     11.62
11:17:43 PM IST     all     87.00      0.00      2.00      0.00      0.00     11.00
11:17:44 PM IST     all     86.29      0.00      2.54      0.00      0.00     11.17
11:17:45 PM IST     all     87.18      0.00      1.54      0.00      0.00     11.28
11:17:46 PM IST     all     89.95      0.00      1.01      0.00      0.00      9.05
11:17:47 PM IST     all     24.37      0.00      2.54      0.00      0.00     73.10
