Linux 5.19.0-45-generic (aicfed-virtual-machine) 	29/06/23 	_x86_64_	(3 CPU)

11:16:55 PM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:16:56 PM IST     all      0.00      0.00      0.67      0.00      0.00     99.33
11:16:57 PM IST     all      0.34      0.00      0.34      0.00      0.00     99.32
11:16:58 PM IST     all     19.54      1.99      4.97      0.99      0.00     72.52
11:16:59 PM IST     all      0.33      0.33      0.33      0.00      0.00     99.01
11:17:00 PM IST     all      0.33      0.00      0.67      0.00      0.00     99.00
11:17:01 PM IST     all      0.00      0.67      0.67      0.00      0.00     98.66
11:17:02 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:03 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:04 PM IST     all      0.33      0.00      0.00      0.00      0.00     99.67
11:17:05 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:06 PM IST     all      0.00      0.00      0.34      0.00      0.00     99.66
11:17:07 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:08 PM IST     all      1.00      0.00      0.00      0.00      0.00     99.00
11:17:09 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:10 PM IST     all      0.00      0.00      1.00      0.00      0.00     99.00
11:17:11 PM IST     all      0.34      0.00      0.34      0.00      0.00     99.33
11:17:12 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:13 PM IST     all      0.33      0.00      0.33      0.00      0.00     99.33
11:17:14 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:15 PM IST     all      0.33      0.00      0.00      0.00      0.00     99.67
11:17:16 PM IST     all      0.00      0.34      0.00      0.00      0.00     99.66
11:17:17 PM IST     all      0.00      0.00      0.66      0.00      0.00     99.34
11:17:18 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:19 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:20 PM IST     all      0.00      0.00      0.34      0.00      0.00     99.66
11:17:21 PM IST     all      0.67      0.00      0.00      0.00      0.00     99.33
11:17:22 PM IST     all      0.00      0.00      0.34      0.00      0.00     99.66
11:17:23 PM IST     all      0.00      0.00      0.33      0.00      0.00     99.67
11:17:24 PM IST     all      0.00      0.00      0.33      0.00      0.00     99.67
11:17:25 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:26 PM IST     all      0.00      0.00      1.00      0.00      0.00     99.00
11:17:27 PM IST     all      0.00      0.00      0.34      0.00      0.00     99.66
11:17:28 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:29 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:30 PM IST     all      0.66      0.00      0.66      0.00      0.00     98.68
11:17:31 PM IST     all      0.00      0.00      0.67      0.00      0.00     99.33
11:17:32 PM IST     all      0.00      0.00      0.33      0.33      0.00     99.33
11:17:33 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:34 PM IST     all      0.33      0.00      0.00      0.00      0.00     99.67
11:17:35 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:36 PM IST     all      0.34      0.00      0.00      0.00      0.00     99.66
11:17:37 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:38 PM IST     all      6.08      0.00      2.03      0.00      0.00     91.89
11:17:39 PM IST     all     33.78      0.00     22.74      0.00      0.00     43.48
11:17:40 PM IST     all     91.61      0.00      5.37      0.00      0.00      3.02
11:17:41 PM IST     all     96.61      0.00      0.34      0.00      0.00      3.05
11:17:42 PM IST     all     95.96      0.00      1.01      0.00      0.00      3.03
11:17:43 PM IST     all     96.35      0.00      1.66      0.00      0.00      1.99
11:17:44 PM IST     all      6.02      0.00      1.67      0.00      0.00     92.31
11:17:45 PM IST     all      0.00      0.34      0.00      0.00      0.00     99.66
11:17:46 PM IST     all      0.00      2.01      2.68      1.34      0.00     93.98
11:17:47 PM IST     all      0.33      0.00      0.99      0.00      0.00     98.68
11:17:48 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:49 PM IST     all      0.33      0.00      0.00      0.00      0.00     99.67
11:17:50 PM IST     all      0.33      0.00      0.00      0.00      0.00     99.67
11:17:51 PM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
11:17:52 PM IST     all      0.67      0.00      0.00      0.00      0.00     99.33
11:17:53 PM IST     all      0.00      0.00      0.33      0.00      0.00     99.67
11:17:54 PM IST     all      0.00      0.00      0.34      0.00      0.00     99.66
11:17:55 PM IST     all      1.33      0.00      2.00      0.00      0.00     96.67
11:17:56 PM IST     all     50.68      0.00     21.77      0.00      0.00     27.55
11:17:57 PM IST     all     94.95      0.00      2.02      0.00      0.00      3.03
11:17:58 PM IST     all     95.61      0.00      1.01      0.00      0.00      3.38
11:17:59 PM IST     all     95.33      0.00      1.33      0.00      0.00      3.33
11:18:00 PM IST     all     79.40      0.00      2.33      0.00      0.00     18.27
11:18:01 PM IST     all      0.00      0.00      1.01      0.00      0.00     98.99
11:18:02 PM IST     all      0.00      0.00      0.33      0.00      0.00     99.67
11:18:03 PM IST     all      0.00      0.00      0.67      0.00      0.00     99.33
11:18:04 PM IST     all      0.00      2.35      1.68      1.34      0.00     94.63
11:18:05 PM IST     all      0.33      0.00      0.00      0.00      0.00     99.67
11:18:06 PM IST     all      0.33      0.00      0.33      0.00      0.00     99.33
11:18:07 PM IST     all      0.00      0.00      0.33      0.00      0.00     99.67
11:18:08 PM IST     all      0.33      0.33      0.00      0.00      0.00     99.33
11:18:09 PM IST     all      0.00      0.00      0.00      0.33      0.00     99.67
11:18:10 PM IST     all      1.02      0.00      1.02      0.00      0.00     97.96
11:18:11 PM IST     all      0.66      0.00      0.66      0.00      0.00     98.67
11:18:12 PM IST     all     29.39      0.00     19.93      0.00      0.00     50.68
11:18:13 PM IST     all     90.97      0.00      5.02      0.00      0.00      4.01
11:18:14 PM IST     all     92.00      0.00      5.67      0.00      0.00      2.33
11:18:15 PM IST     all     94.98      0.00      1.00      0.00      0.00      4.01
