Linux 5.19.0-45-generic (aicfed) 	29/06/23 	_x86_64_	(4 CPU)

11:17:03 PM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:18:53 PM IST     all     68.00      0.00     28.25      0.00      0.00      3.75
11:18:54 PM IST     all     59.80      0.00     30.90      0.00      0.00      9.30
11:18:55 PM IST     all     64.25      0.00     29.75      0.00      0.00      6.00
11:18:56 PM IST     all     66.75      0.00     30.75      0.00      0.00      2.50
11:18:57 PM IST     all     68.42      0.00     27.57      0.00      0.00      4.01
11:18:58 PM IST     all     67.91      0.00     29.85      0.00      0.00      2.24
11:18:59 PM IST     all     57.61      0.00     34.41      0.00      0.00      7.98
11:19:00 PM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
11:19:01 PM IST     all      0.77      0.00      0.51      0.00      0.00     98.72
11:19:02 PM IST     all     39.20      0.00     38.69      0.00      0.00     22.11
11:19:03 PM IST     all     59.95      0.00     38.29      0.00      0.00      1.76
11:19:04 PM IST     all     61.60      0.00     35.16      0.00      0.00      3.24
11:19:05 PM IST     all     64.50      0.00     31.25      0.00      0.00      4.25
11:19:06 PM IST     all     65.91      0.00     28.32      0.00      0.00      5.76
11:19:07 PM IST     all     65.66      0.00     29.07      0.00      0.00      5.26
11:19:08 PM IST     all     63.91      0.00     30.83      0.00      0.00      5.26
11:19:09 PM IST     all     63.22      0.00     34.76      0.00      0.00      2.02
11:19:10 PM IST     all     66.33      0.00     27.93      0.00      0.00      5.74
11:19:11 PM IST     all     62.91      0.00     35.34      0.00      0.00      1.75
11:19:12 PM IST     all     63.41      0.00     29.07      0.00      0.00      7.52
11:19:13 PM IST     all     63.28      0.00     30.27      0.00      0.00      6.45
11:19:14 PM IST     all     66.25      0.00     30.25      0.00      0.00      3.50
11:19:15 PM IST     all     63.09      0.00     33.17      0.00      0.00      3.74
11:19:16 PM IST     all     63.66      0.00     31.58      0.00      0.00      4.76
11:19:17 PM IST     all     48.74      0.25     25.25      0.00      0.00     25.76
11:19:18 PM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
11:19:19 PM IST     all     10.54      0.00      5.66      0.00      0.00     83.80
11:19:20 PM IST     all     50.25      0.00     38.86      0.00      0.00     10.89
11:19:21 PM IST     all     67.91      0.00     28.86      0.00      0.00      3.23
11:19:22 PM IST     all     61.60      0.00     34.66      0.00      0.00      3.74
11:19:23 PM IST     all     64.41      0.00     31.08      0.00      0.00      4.51
11:19:24 PM IST     all     68.25      0.00     28.75      0.00      0.00      3.00
11:19:25 PM IST     all     68.75      0.00     27.50      0.00      0.00      3.75
11:19:26 PM IST     all     63.59      0.00     30.67      0.00      0.00      5.74
11:19:27 PM IST     all     65.40      0.00     29.55      0.00      0.00      5.05
11:19:28 PM IST     all     65.24      0.00     29.47      0.00      0.00      5.29
11:19:29 PM IST     all     65.84      0.00     30.92      0.00      0.00      3.24
11:19:30 PM IST     all     62.00      0.00     31.50      0.00      0.00      6.50
11:19:31 PM IST     all     61.50      0.00     35.25      0.00      0.00      3.25
11:19:32 PM IST     all     65.00      0.00     32.50      0.00      0.00      2.50
11:19:33 PM IST     all     58.65      0.00     33.33      0.00      0.00      8.02
11:19:34 PM IST     all     23.81      0.25     15.29      0.00      0.00     60.65
11:19:35 PM IST     all      0.25      0.00      0.50      0.00      0.00     99.25
11:19:36 PM IST     all     31.03      0.00     24.87      0.00      0.00     44.10
11:19:37 PM IST     all     59.50      0.00     35.75      0.00      0.00      4.75
11:19:38 PM IST     all     62.00      0.00     34.50      0.00      0.00      3.50
11:19:39 PM IST     all     66.17      0.00     27.07      0.00      0.00      6.77
11:19:40 PM IST     all     65.58      0.00     32.16      0.00      0.00      2.26
11:19:41 PM IST     all     61.19      0.00     32.09      0.00      0.00      6.72
11:19:42 PM IST     all     61.35      0.00     37.91      0.00      0.00      0.75
11:19:43 PM IST     all     63.75      0.00     30.75      0.00      0.00      5.50
11:19:44 PM IST     all     65.34      0.00     29.68      0.00      0.00      4.99
11:19:45 PM IST     all     63.75      0.00     32.50      0.00      0.00      3.75
11:19:46 PM IST     all     64.59      0.00     26.93      0.00      0.00      8.48
11:19:47 PM IST     all     64.56      0.00     26.08      0.00      0.00      9.37
11:19:48 PM IST     all     69.75      0.00     26.50      0.00      0.00      3.75
11:19:49 PM IST     all     63.43      0.00     30.60      0.00      0.00      5.97
11:19:50 PM IST     all     47.61      0.00     24.18      0.00      0.00     28.21
11:19:51 PM IST     all      0.50      0.00      0.00      0.00      0.00     99.50
11:19:52 PM IST     all      9.74      0.00      7.44      0.00      0.00     82.82
11:19:53 PM IST     all     52.00      0.00     39.75      0.00      0.00      8.25
11:19:54 PM IST     all     66.00      0.00     29.50      0.00      0.00      4.50
11:19:55 PM IST     all     65.16      0.00     27.57      0.00      0.00      7.27
11:19:56 PM IST     all     65.34      0.00     29.43      0.00      0.00      5.24
11:19:57 PM IST     all     65.25      0.00     29.50      0.00      0.00      5.25
11:19:58 PM IST     all     65.74      0.00     26.95      0.00      0.00      7.30
11:19:59 PM IST     all     62.44      0.00     30.85      0.00      0.00      6.72
